,date,close_val,change_val,open_val,high_val,low_val,acc_quant,change_rate
47,2016-03-10,635000.0,27000.0,608000.0,644000.0,602000.0,136851.0,4.251968503937007
48,2016-03-11,636000.0,1000.0,638000.0,649000.0,631000.0,108114.0,0.15723270440251574
49,2016-03-14,635000.0,-1000.0,641000.0,642000.0,625000.0,52825.0,-0.15748031496062992
50,2016-03-15,641000.0,6000.0,635000.0,648000.0,632000.0,51664.0,0.93603744149766
51,2016-03-16,640000.0,-1000.0,644000.0,647000.0,635000.0,41993.0,-0.15625
52,2016-03-17,636000.0,-4000.0,649000.0,649000.0,630000.0,79516.0,-0.628930817610063
53,2016-03-18,639000.0,3000.0,633000.0,642000.0,630000.0,59518.0,0.4694835680751174
54,2016-03-21,642000.0,3000.0,634000.0,648000.0,633000.0,63761.0,0.46728971962616817
55,2016-03-22,649000.0,7000.0,641000.0,654000.0,639000.0,99260.0,1.078582434514638
56,2016-03-23,634000.0,-15000.0,650000.0,652000.0,627000.0,94009.0,-2.365930599369085
57,2016-03-24,624000.0,-10000.0,638000.0,642000.0,621000.0,73071.0,-1.6025641025641024
58,2016-03-25,613000.0,-11000.0,624000.0,629000.0,611000.0,104353.0,-1.794453507340946
59,2016-03-28,617000.0,4000.0,616000.0,628000.0,615000.0,54766.0,0.6482982171799028
60,2016-03-29,640000.0,23000.0,617000.0,640000.0,616000.0,71050.0,3.5937499999999996
61,2016-03-30,637000.0,-3000.0,649000.0,649000.0,632000.0,89180.0,-0.47095761381475665
62,2016-03-31,637000.0,0.0,645000.0,646000.0,633000.0,107783.0,0.0
63,2016-04-01,628000.0,-9000.0,645000.0,645000.0,624000.0,62556.0,-1.4331210191082804
64,2016-04-04,651000.0,23000.0,632000.0,651000.0,632000.0,108339.0,3.5330261136712746
65,2016-04-05,652000.0,1000.0,650000.0,653000.0,648000.0,92265.0,0.15337423312883436
66,2016-04-06,649000.0,-3000.0,645000.0,651000.0,642000.0,84628.0,-0.46224961479198773
67,2016-04-07,675000.0,26000.0,651000.0,677000.0,649000.0,141392.0,3.851851851851852
68,2016-04-08,663000.0,-12000.0,667000.0,670000.0,660000.0,72693.0,-1.809954751131222
69,2016-04-11,664000.0,1000.0,663000.0,670000.0,656000.0,59360.0,0.15060240963855423
70,2016-04-12,670000.0,6000.0,666000.0,672000.0,660000.0,55658.0,0.8955223880597015
71,2016-04-14,673000.0,3000.0,690000.0,691000.0,668000.0,89049.0,0.44576523031203563
72,2016-04-15,673000.0,0.0,672000.0,677000.0,668000.0,80228.0,0.0
73,2016-04-18,661000.0,-12000.0,668000.0,672000.0,657000.0,74941.0,-1.8154311649016641
74,2016-04-19,669000.0,8000.0,661000.0,672000.0,661000.0,90281.0,1.195814648729447
75,2016-04-20,654000.0,-15000.0,666000.0,668000.0,651000.0,92783.0,-2.293577981651376
76,2016-04-21,667000.0,13000.0,660000.0,667000.0,656000.0,82414.0,1.9490254872563717
77,2016-04-22,663000.0,-4000.0,660000.0,665000.0,657000.0,38974.0,-0.603318250377074
78,2016-04-25,662000.0,-1000.0,662000.0,665000.0,655000.0,71124.0,-0.1510574018126888
79,2016-04-26,654000.0,-8000.0,663000.0,672000.0,649000.0,157920.0,-1.2232415902140672
80,2016-04-27,665000.0,11000.0,648000.0,665000.0,640000.0,80668.0,1.6541353383458646
81,2016-04-28,659000.0,-6000.0,691000.0,691000.0,646000.0,228211.0,-0.9104704097116844
82,2016-04-29,677000.0,18000.0,668000.0,681000.0,666000.0,181733.0,2.658788774002954
83,2016-05-02,678000.0,1000.0,679000.0,680000.0,667000.0,57779.0,0.14749262536873156
84,2016-05-03,676000.0,-2000.0,682000.0,682000.0,675000.0,68780.0,-0.2958579881656805
85,2016-05-04,680000.0,4000.0,679000.0,683000.0,670000.0,139450.0,0.5882352941176471
86,2016-05-09,700000.0,20000.0,699000.0,705000.0,687000.0,202321.0,2.857142857142857
87,2016-05-10,707000.0,7000.0,708000.0,714000.0,695000.0,106455.0,0.9900990099009901
88,2016-05-11,693000.0,-14000.0,700000.0,702000.0,690000.0,88336.0,-2.0202020202020203
89,2016-05-12,676000.0,-17000.0,695000.0,697000.0,676000.0,67686.0,-2.514792899408284
90,2016-05-13,677000.0,1000.0,675000.0,687000.0,668000.0,92573.0,0.14771048744460857
91,2016-05-16,692000.0,15000.0,671000.0,695000.0,671000.0,64530.0,2.167630057803468
92,2016-05-17,694000.0,2000.0,691000.0,694000.0,686000.0,68326.0,0.2881844380403458
93,2016-05-18,698000.0,4000.0,694000.0,698000.0,682000.0,175078.0,0.5730659025787965
94,2016-05-19,701000.0,3000.0,687000.0,701000.0,687000.0,50218.0,0.42796005706134094
95,2016-05-20,688000.0,-13000.0,708000.0,710000.0,682000.0,76520.0,-1.88953488372093
96,2016-05-23,690000.0,2000.0,690000.0,690000.0,673000.0,57779.0,0.2898550724637681
97,2016-05-24,694000.0,4000.0,690000.0,703000.0,686000.0,55240.0,0.5763688760806917
98,2016-05-25,704000.0,10000.0,701000.0,709000.0,695000.0,92645.0,1.4204545454545454
99,2016-05-26,703000.0,-1000.0,704000.0,709000.0,699000.0,45223.0,-0.1422475106685633
100,2016-05-27,700000.0,-3000.0,705000.0,706000.0,695000.0,45014.0,-0.4285714285714286
101,2016-05-30,710000.0,10000.0,705000.0,712000.0,702000.0,82852.0,1.4084507042253522
102,2016-05-31,720000.0,10000.0,710000.0,720000.0,706000.0,115867.0,1.3888888888888888
103,2016-06-01,687000.0,-33000.0,700000.0,701000.0,666000.0,336227.0,-4.8034934497816595
104,2016-06-02,697000.0,10000.0,694000.0,713000.0,691000.0,101813.0,1.4347202295552368
105,2016-06-03,707000.0,10000.0,702000.0,708000.0,695000.0,87753.0,1.4144271570014144
106,2016-06-07,707000.0,0.0,728000.0,729000.0,705000.0,99661.0,0.0
107,2016-06-08,722000.0,15000.0,709000.0,725000.0,708000.0,111238.0,2.0775623268698062
108,2016-06-09,720000.0,-2000.0,731000.0,733000.0,712000.0,134568.0,-0.2777777777777778
109,2016-06-10,720000.0,0.0,731000.0,733000.0,717000.0,95001.0,0.0
110,2016-06-13,697000.0,-23000.0,714000.0,714000.0,686000.0,160118.0,-3.2998565279770444
111,2016-06-14,697000.0,0.0,689000.0,702000.0,679000.0,130979.0,0.0
112,2016-06-15,697000.0,0.0,704000.0,709000.0,692000.0,70465.0,0.0
113,2016-06-16,701000.0,4000.0,691000.0,701000.0,691000.0,59844.0,0.5706134094151213
114,2016-06-17,689000.0,-12000.0,701000.0,702000.0,688000.0,73560.0,-1.741654571843251
115,2016-06-20,692000.0,3000.0,697000.0,697000.0,684000.0,61510.0,0.4335260115606936
116,2016-06-21,697000.0,5000.0,694000.0,698000.0,688000.0,61540.0,0.7173601147776184
117,2016-06-22,730000.0,33000.0,699000.0,730000.0,699000.0,201087.0,4.52054794520548
118,2016-06-23,747000.0,17000.0,733000.0,760000.0,732000.0,226122.0,2.2757697456492636
119,2016-06-24,739000.0,-8000.0,745000.0,759000.0,721000.0,173581.0,-1.0825439783491204
120,2016-06-27,710000.0,-29000.0,728000.0,730000.0,706000.0,234896.0,-4.084507042253521
121,2016-06-28,719000.0,9000.0,701000.0,719000.0,700000.0,154017.0,1.2517385257301807
122,2016-06-29,713000.0,-6000.0,715000.0,724000.0,713000.0,148394.0,-0.8415147265077139
123,2016-06-30,710000.0,-3000.0,710000.0,717000.0,707000.0,153533.0,-0.42253521126760557
124,2016-07-01,713000.0,3000.0,713000.0,723000.0,713000.0,76569.0,0.42075736325385693
125,2016-07-04,727000.0,14000.0,716000.0,729000.0,712000.0,117837.0,1.925722145804677
126,2016-07-05,750000.0,23000.0,730000.0,756000.0,730000.0,127066.0,3.0666666666666664
127,2016-07-06,745000.0,-5000.0,750000.0,750000.0,730000.0,122446.0,-0.6711409395973155
128,2016-07-07,753000.0,8000.0,752000.0,770000.0,748000.0,68516.0,1.0624169986719787
129,2016-07-08,750000.0,-3000.0,751000.0,756000.0,748000.0,73753.0,-0.4
130,2016-07-11,754000.0,4000.0,745000.0,758000.0,743000.0,108205.0,0.5305039787798408
131,2016-07-12,755000.0,1000.0,759000.0,768000.0,748000.0,127011.0,0.13245033112582782
132,2016-07-13,758000.0,3000.0,760000.0,768000.0,748000.0,155150.0,0.395778364116095
133,2016-07-14,734000.0,-24000.0,751000.0,754000.0,734000.0,165410.0,-3.2697547683923704
134,2016-07-15,716000.0,-18000.0,750000.0,753000.0,706000.0,306084.0,-2.5139664804469275
135,2016-07-18,712000.0,-4000.0,717000.0,718000.0,706000.0,150928.0,-0.5617977528089888
136,2016-07-19,718000.0,6000.0,718000.0,721000.0,707000.0,110798.0,0.8356545961002786
137,2016-07-20,695000.0,-23000.0,715000.0,717000.0,691000.0,201850.0,-3.3093525179856114
138,2016-07-21,704000.0,9000.0,698000.0,706000.0,697000.0,108311.0,1.278409090909091
139,2016-07-22,705000.0,1000.0,706000.0,712000.0,704000.0,90330.0,0.14184397163120568
140,2016-07-25,710000.0,5000.0,708000.0,714000.0,708000.0,51417.0,0.7042253521126761
141,2016-07-26,710000.0,0.0,711000.0,714000.0,702000.0,57867.0,0.0
142,2016-07-27,712000.0,2000.0,710000.0,718000.0,710000.0,58607.0,0.2808988764044944
143,2016-07-28,710000.0,-2000.0,717000.0,719000.0,707000.0,98214.0,-0.28169014084507044
144,2016-07-29,710000.0,0.0,710000.0,717000.0,708000.0,106351.0,0.0
145,2016-08-01,701000.0,-9000.0,711000.0,713000.0,678000.0,145886.0,-1.2838801711840229
146,2016-08-02,713000.0,12000.0,701000.0,715000.0,699000.0,48938.0,1.6830294530154277
147,2016-08-03,705000.0,-8000.0,710000.0,713000.0,702000.0,49681.0,-1.1347517730496455
148,2016-08-04,707000.0,2000.0,713000.0,714000.0,701000.0,51248.0,0.2828854314002829
149,2016-08-05,723000.0,16000.0,711000.0,725000.0,705000.0,55159.0,2.2130013831258646
150,2016-08-08,749000.0,26000.0,728000.0,749000.0,727000.0,116945.0,3.4712950600801067
151,2016-08-09,755000.0,6000.0,754000.0,757000.0,750000.0,168810.0,0.7947019867549668
152,2016-08-10,775000.0,20000.0,765000.0,776000.0,759000.0,160412.0,2.5806451612903225
153,2016-08-11,778000.0,3000.0,779000.0,779000.0,769000.0,76227.0,0.3856041131105398
154,2016-08-12,782000.0,4000.0,777000.0,784000.0,777000.0,51184.0,0.5115089514066496
155,2016-08-16,790000.0,8000.0,784000.0,798000.0,783000.0,112935.0,1.0126582278481013
156,2016-08-17,790000.0,0.0,775000.0,792000.0,775000.0,69851.0,0.0
157,2016-08-18,801000.0,11000.0,792000.0,801000.0,790000.0,92495.0,1.373283395755306
158,2016-08-19,805000.0,4000.0,807000.0,811000.0,798000.0,137384.0,0.4968944099378882
159,2016-08-22,795000.0,-10000.0,800000.0,803000.0,793000.0,80005.0,-1.257861635220126
160,2016-08-23,806000.0,11000.0,801000.0,808000.0,795000.0,69435.0,1.3647642679900744
161,2016-08-24,812000.0,6000.0,807000.0,814000.0,800000.0,71904.0,0.7389162561576355
162,2016-08-25,804000.0,-8000.0,812000.0,812000.0,802000.0,96952.0,-0.9950248756218906
163,2016-08-26,805000.0,1000.0,796000.0,809000.0,796000.0,75008.0,0.12422360248447205
164,2016-08-29,810000.0,5000.0,806000.0,819000.0,800000.0,84039.0,0.6172839506172839
165,2016-08-30,821000.0,11000.0,811000.0,821000.0,805000.0,70624.0,1.3398294762484775
166,2016-08-31,845000.0,24000.0,843000.0,850000.0,827000.0,158267.0,2.8402366863905324
167,2016-09-01,829000.0,-16000.0,845000.0,847000.0,819000.0,90304.0,-1.9300361881785282
168,2016-09-02,831000.0,2000.0,833000.0,835000.0,822000.0,65593.0,0.24067388688327318
169,2016-09-05,850000.0,19000.0,842000.0,855000.0,842000.0,51800.0,2.235294117647059
170,2016-09-06,843000.0,-7000.0,858000.0,875000.0,833000.0,120907.0,-0.8303677342823249
171,2016-09-07,872000.0,29000.0,843000.0,874000.0,838000.0,87219.0,3.325688073394496
172,2016-09-08,869000.0,-3000.0,869000.0,872000.0,851000.0,78393.0,-0.34522439585730724
173,2016-09-09,847000.0,-22000.0,852000.0,860000.0,841000.0,83335.0,-2.5974025974025974
174,2016-09-12,840000.0,-7000.0,835000.0,843000.0,831000.0,69512.0,-0.8333333333333334
175,2016-09-13,841000.0,1000.0,850000.0,851000.0,833000.0,69669.0,0.11890606420927466
176,2016-09-19,856000.0,15000.0,853000.0,870000.0,845000.0,117354.0,1.7523364485981308
177,2016-09-20,836000.0,-20000.0,858000.0,867000.0,835000.0,109454.0,-2.3923444976076556
178,2016-09-21,855000.0,19000.0,836000.0,864000.0,836000.0,108756.0,2.2222222222222223
179,2016-09-22,873000.0,18000.0,867000.0,874000.0,855000.0,112398.0,2.0618556701030926
180,2016-09-23,878000.0,5000.0,882000.0,882000.0,861000.0,74094.0,0.5694760820045558
181,2016-09-26,876000.0,-2000.0,879000.0,884000.0,869000.0,42051.0,-0.228310502283105
182,2016-09-27,884000.0,8000.0,876000.0,890000.0,866000.0,80703.0,0.904977375565611
183,2016-09-28,887000.0,3000.0,886000.0,895000.0,884000.0,54783.0,0.3382187147688839
184,2016-09-29,900000.0,13000.0,890000.0,903000.0,887000.0,77187.0,1.4444444444444444
185,2016-09-30,883000.0,-17000.0,886000.0,888000.0,859000.0,172513.0,-1.9252548131370328
186,2016-10-04,858000.0,-25000.0,883000.0,884000.0,850000.0,109200.0,-2.9137529137529135
187,2016-10-05,867000.0,9000.0,853000.0,875000.0,851000.0,66523.0,1.0380622837370241
188,2016-10-06,861000.0,-6000.0,869000.0,874000.0,852000.0,54843.0,-0.6968641114982579
189,2016-10-07,843000.0,-18000.0,860000.0,861000.0,834000.0,75928.0,-2.135231316725979
190,2016-10-10,872000.0,29000.0,853000.0,880000.0,848000.0,69249.0,3.325688073394496
191,2016-10-11,862000.0,-10000.0,888000.0,894000.0,853000.0,70122.0,-1.160092807424594
192,2016-10-12,864000.0,2000.0,870000.0,880000.0,862000.0,64084.0,0.23148148148148145
193,2016-10-13,827000.0,-37000.0,859000.0,863000.0,827000.0,96099.0,-4.474002418379685
194,2016-10-14,844000.0,17000.0,831000.0,849000.0,831000.0,56239.0,2.014218009478673
195,2016-10-17,851000.0,7000.0,842000.0,857000.0,833000.0,77721.0,0.8225616921269095
196,2016-10-18,846000.0,-5000.0,854000.0,858000.0,838000.0,81061.0,-0.5910165484633569
197,2016-10-19,829000.0,-17000.0,841000.0,845000.0,823000.0,85601.0,-2.0506634499396865
198,2016-10-20,844000.0,15000.0,830000.0,845000.0,826000.0,116179.0,1.7772511848341233
199,2016-10-21,831000.0,-13000.0,838000.0,840000.0,829000.0,60552.0,-1.5643802647412757
200,2016-10-24,833000.0,2000.0,826000.0,836000.0,826000.0,135275.0,0.24009603841536614
201,2016-10-25,837000.0,4000.0,825000.0,843000.0,825000.0,86741.0,0.4778972520908005
202,2016-10-26,848000.0,11000.0,827000.0,852000.0,827000.0,71085.0,1.2971698113207548
203,2016-10-27,859000.0,11000.0,863000.0,883000.0,853000.0,178398.0,1.2805587892898718
204,2016-10-28,860000.0,1000.0,871000.0,876000.0,855000.0,80422.0,0.11627906976744186
205,2016-10-31,857000.0,-3000.0,858000.0,866000.0,847000.0,66212.0,-0.3500583430571762
206,2016-11-01,847000.0,-10000.0,860000.0,860000.0,832000.0,224653.0,-1.1806375442739079
207,2016-11-02,826000.0,-21000.0,849000.0,850000.0,823000.0,85366.0,-2.5423728813559325
208,2016-11-03,812000.0,-14000.0,826000.0,826000.0,812000.0,68345.0,-1.7241379310344827
209,2016-11-04,789000.0,-23000.0,808000.0,810000.0,785000.0,102475.0,-2.915082382762991
210,2016-11-07,820000.0,31000.0,798000.0,829000.0,795000.0,99899.0,3.7804878048780486
211,2016-11-08,815000.0,-5000.0,829000.0,838000.0,811000.0,62904.0,-0.6134969325153374
212,2016-11-09,805000.0,-10000.0,826000.0,827000.0,784000.0,124375.0,-1.2422360248447204
213,2016-11-10,806000.0,1000.0,816000.0,819000.0,801000.0,82529.0,0.12406947890818859
214,2016-11-11,760000.0,-46000.0,781000.0,790000.0,757000.0,214331.0,-6.052631578947368
215,2016-11-14,746000.0,-14000.0,760000.0,779000.0,746000.0,139465.0,-1.876675603217158
216,2016-11-15,744000.0,-2000.0,746000.0,762000.0,739000.0,133064.0,-0.2688172043010753
217,2016-11-16,751000.0,7000.0,751000.0,759000.0,741000.0,154996.0,0.9320905459387484
218,2016-11-17,745000.0,-6000.0,748000.0,755000.0,743000.0,99389.0,-0.8053691275167786
219,2016-11-18,771000.0,26000.0,760000.0,773000.0,750000.0,144474.0,3.372243839169909
220,2016-11-21,786000.0,15000.0,771000.0,799000.0,759000.0,147242.0,1.9083969465648856
221,2016-11-22,810000.0,24000.0,788000.0,813000.0,787000.0,105354.0,2.9629629629629632
222,2016-11-23,795000.0,-15000.0,795000.0,809000.0,792000.0,75510.0,-1.8867924528301887
223,2016-11-24,802000.0,7000.0,789000.0,805000.0,783000.0,70341.0,0.8728179551122194
224,2016-11-25,805000.0,3000.0,810000.0,817000.0,802000.0,124784.0,0.37267080745341613
225,2016-11-28,808000.0,3000.0,802000.0,815000.0,792000.0,76152.0,0.3712871287128713
226,2016-11-29,801000.0,-7000.0,802000.0,815000.0,801000.0,56621.0,-0.8739076154806492
227,2016-11-30,798000.0,-3000.0,802000.0,810000.0,786000.0,168587.0,-0.37593984962406013
228,2016-12-01,764000.0,-34000.0,790000.0,798000.0,764000.0,103862.0,-4.450261780104712
229,2016-12-02,755000.0,-9000.0,777000.0,777000.0,754000.0,79960.0,-1.1920529801324504
230,2016-12-05,764000.0,9000.0,749000.0,769000.0,744000.0,82134.0,1.1780104712041886
231,2016-12-06,756000.0,-8000.0,774000.0,778000.0,750000.0,98542.0,-1.0582010582010581
232,2016-12-07,750000.0,-6000.0,757000.0,762000.0,749000.0,52901.0,-0.8
233,2016-12-08,804000.0,54000.0,756000.0,804000.0,756000.0,134987.0,6.7164179104477615
234,2016-12-09,800000.0,-4000.0,804000.0,814000.0,796000.0,82302.0,-0.5
235,2016-12-12,792000.0,-8000.0,804000.0,808000.0,788000.0,60521.0,-1.0101010101010102
236,2016-12-13,786000.0,-6000.0,794000.0,795000.0,782000.0,60797.0,-0.7633587786259541
237,2016-12-14,785000.0,-1000.0,793000.0,796000.0,781000.0,52767.0,-0.12738853503184713
238,2016-12-15,786000.0,1000.0,785000.0,794000.0,784000.0,83964.0,0.1272264631043257
239,2016-12-16,806000.0,20000.0,797000.0,806000.0,789000.0,100221.0,2.481389578163772
240,2016-12-19,800000.0,-6000.0,801000.0,806000.0,796000.0,47789.0,-0.75
241,2016-12-20,787000.0,-13000.0,800000.0,802000.0,785000.0,65614.0,-1.6518424396442184
242,2016-12-21,779000.0,-8000.0,795000.0,797000.0,779000.0,44194.0,-1.0269576379974326
243,2016-12-22,773000.0,-6000.0,779000.0,786000.0,767000.0,78677.0,-0.7761966364812419
244,2016-12-23,768000.0,-5000.0,771000.0,777000.0,762000.0,53375.0,-0.6510416666666667
245,2016-12-26,765000.0,-3000.0,766000.0,773000.0,765000.0,20665.0,-0.39215686274509803
246,2016-12-27,772000.0,7000.0,766000.0,773000.0,763000.0,31962.0,0.9067357512953367
247,2016-12-28,763000.0,-9000.0,785000.0,785000.0,763000.0,57737.0,-1.1795543905635648
248,2016-12-29,775000.0,12000.0,758000.0,777000.0,754000.0,56324.0,1.5483870967741935
249,2017-01-02,777000.0,2000.0,778000.0,787000.0,775000.0,30777.0,0.2574002574002574
250,2017-01-03,767000.0,-10000.0,777000.0,777000.0,767000.0,51766.0,-1.303780964797914
251,2017-01-04,810000.0,43000.0,775000.0,810000.0,771000.0,120359.0,5.3086419753086425
252,2017-01-05,791000.0,-19000.0,810000.0,810000.0,791000.0,68724.0,-2.402022756005057
253,2017-01-06,799000.0,8000.0,791000.0,801000.0,786000.0,50269.0,1.0012515644555695
254,2017-01-09,779000.0,-20000.0,791000.0,799000.0,777000.0,76688.0,-2.5673940949935816
255,2017-01-10,792000.0,13000.0,787000.0,793000.0,779000.0,47372.0,1.6414141414141417
256,2017-01-11,796000.0,4000.0,786000.0,802000.0,786000.0,48742.0,0.5025125628140703
257,2017-01-12,802000.0,6000.0,799000.0,815000.0,796000.0,56389.0,0.7481296758104738
258,2017-01-13,790000.0,-12000.0,802000.0,805000.0,787000.0,68231.0,-1.5189873417721518
259,2017-01-16,794000.0,4000.0,792000.0,801000.0,774000.0,55042.0,0.5037783375314862
260,2017-01-17,795000.0,1000.0,787000.0,797000.0,782000.0,50942.0,0.12578616352201258
261,2017-01-18,788000.0,-7000.0,800000.0,800000.0,787000.0,55176.0,-0.8883248730964468
262,2017-01-19,801000.0,13000.0,787000.0,806000.0,787000.0,67811.0,1.6229712858926344
263,2017-01-20,785000.0,-16000.0,797000.0,798000.0,785000.0,73435.0,-2.038216560509554
264,2017-01-23,771000.0,-14000.0,778000.0,779000.0,763000.0,90668.0,-1.8158236057068744
265,2017-01-24,761000.0,-10000.0,771000.0,771000.0,760000.0,106880.0,-1.314060446780552
266,2017-01-25,763000.0,2000.0,763000.0,768000.0,760000.0,119005.0,0.2621231979030144
267,2017-01-26,753000.0,-10000.0,751000.0,763000.0,736000.0,274419.0,-1.3280212483399734
268,2017-01-31,758000.0,5000.0,750000.0,767000.0,743000.0,127610.0,0.6596306068601583
269,2017-02-01,771000.0,13000.0,761000.0,774000.0,760000.0,92541.0,1.6861219195849546
270,2017-02-02,772000.0,1000.0,776000.0,780000.0,770000.0,121050.0,0.1295336787564767
271,2017-02-03,774000.0,2000.0,770000.0,776000.0,767000.0,142414.0,0.2583979328165375
272,2017-02-06,779000.0,5000.0,781000.0,781000.0,772000.0,127029.0,0.6418485237483954
273,2017-02-07,800000.0,21000.0,778000.0,802000.0,775000.0,135111.0,2.625
274,2017-02-08,795000.0,-5000.0,799000.0,799000.0,791000.0,77643.0,-0.628930817610063
275,2017-02-09,787000.0,-8000.0,788000.0,796000.0,783000.0,102023.0,-1.0165184243964422
276,2017-02-10,795000.0,8000.0,795000.0,795000.0,787000.0,67489.0,1.0062893081761006
277,2017-02-13,795000.0,0.0,800000.0,803000.0,788000.0,59380.0,0.0
278,2017-02-14,770000.0,-25000.0,785000.0,790000.0,766000.0,119907.0,-3.2467532467532463
279,2017-02-15,773000.0,3000.0,769000.0,777000.0,768000.0,66435.0,0.38809831824062097
280,2017-02-16,777000.0,4000.0,770000.0,777000.0,769000.0,73821.0,0.5148005148005148
281,2017-02-17,780000.0,3000.0,773000.0,785000.0,772000.0,104341.0,0.38461538461538464
282,2017-02-20,781000.0,1000.0,773000.0,784000.0,772000.0,75042.0,0.12804097311139565
283,2017-02-21,790000.0,9000.0,778000.0,793000.0,776000.0,115574.0,1.139240506329114
284,2017-02-22,797000.0,7000.0,788000.0,800000.0,786000.0,107372.0,0.8782936010037641
285,2017-02-23,808000.0,11000.0,805000.0,815000.0,804000.0,96955.0,1.3613861386138615
286,2017-02-24,803000.0,-5000.0,803000.0,807000.0,793000.0,77173.0,-0.62266500622665
287,2017-02-27,796000.0,-7000.0,800000.0,807000.0,792000.0,33895.0,-0.8793969849246231
